0,256.0,42560,665,,,233.98399999999998,42560
1,256.0,26112,408,,,233.98399999999998,26112
2,256.0,23296,364,,,233.98399999999998,23296
3,256.0,24960,390,,,233.98399999999998,24960
4,256.0,198016,3094,,,233.98399999999998,198016
5,256.0,121600,1900,,,233.98399999999998,121600
6,256.0,418176,6534,,,233.98399999999998,418176
7,256.0,221952,3468,,,233.98399999999998,221952
8,256.0,94080,1470,,,233.98399999999998,94080
9,256.0,63232,988,,,233.98399999999998,63232
10,256.0,243712,3808,,,233.98399999999998,243712
11,256.0,150528,2352,,,233.98399999999998,150528
12,256.0,26112,408,,,233.98399999999998,26112
13,256.0,198016,3094,,,233.98399999999998,198016
14,256.0,99008,1547,,,233.98399999999998,99008
15,256.0,139776,2184,,,233.98399999999998,139776
16,256.0,29952,468,,,233.98399999999998,29952
17,256.0,49280,770,,,233.98399999999998,49280
18,256.0,73216,1144,,,233.98399999999998,73216
19,256.0,133760,2090,,,233.98399999999998,133760
20,256.0,39424,616,,,233.98399999999998,39424
21,256.0,91520,1430,,,233.98399999999998,91520
22,256.0,70720,1105,,,233.98399999999998,70720
23,256.0,389120,6080,,,233.98399999999998,389120
24,256.0,41344,646,,,233.98399999999998,41344
25,256.0,276480,4320,,,233.98399999999998,276480
26,256.0,16640,260,,,233.98399999999998,16640
27,256.0,47040,735,,,233.98399999999998,47040
28,256.0,29568,462,,,233.98399999999998,29568
29,256.0,40320,630,,,233.98399999999998,40320
30,256.0,32832,513,,,233.98399999999998,32832
31,256.0,46080,720,,,233.98399999999998,46080
32,256.0,217728,3402,,,233.98399999999998,217728
33,256.0,21120,330,,,233.98399999999998,21120
34,256.0,48000,750,,,233.98399999999998,48000
35,256.0,42240,660,,,233.98399999999998,42240
36,256.0,36480,570,,,233.98399999999998,36480
37,256.0,183040,2860,,,233.98399999999998,183040
38,256.0,38400,600,,,233.98399999999998,38400
39,256.0,41600,650,,,233.98399999999998,41600
40,256.0,123200,1925,,,233.98399999999998,123200
41,256.0,93632,1463,,,233.98399999999998,93632
42,256.0,163200,2550,,,233.98399999999998,163200
43,256.0,254592,3978,,,233.98399999999998,254592
44,256.0,56576,884,,,233.98399999999998,56576
45,256.0,104832,1638,,,233.98399999999998,104832
46,256.0,256256,4004,,,233.98399999999998,256256
47,256.0,37632,588,,,233.98399999999998,37632
48,256.0,154880,2420,,,233.98399999999998,154880
49,256.0,34048,532,,,233.98399999999998,34048
50,256.0,310464,4851,,,233.98399999999998,310464
51,256.0,47040,735,,,233.98399999999998,47040
52,256.0,13440,210,,,233.98399999999998,13440
53,256.0,254592,3978,,,233.98399999999998,254592
54,256.0,56000,875,,,233.98399999999998,56000
55,256.0,36992,578,,,233.98399999999998,36992
56,256.0,15552,243,,,233.98399999999998,15552
57,256.0,107520,1680,,,233.98399999999998,107520
58,256.0,43776,684,,,233.98399999999998,43776
59,256.0,49280,770,,,233.98399999999998,49280



 utilization without safty guard is : 0.2753320581019973 
 utilization after adding safety guard is : 0.3012385756039357 
 new utilization after sysnchronization is : 0.32180831737350196
