0,256.0,47872,748,,,233.98399999999998,47872
1,256.0,11648,182,,,233.98399999999998,11648
2,256.0,281600,4400,,,233.98399999999998,281600
3,256.0,195840,3060,,,233.98399999999998,195840
4,256.0,87040,1360,,,233.98399999999998,87040
5,256.0,206720,3230,,,233.98399999999998,206720
6,256.0,113152,1768,,,233.98399999999998,113152
7,256.0,129024,2016,,,233.98399999999998,129024
8,256.0,64064,1001,,,233.98399999999998,64064
9,256.0,51840,810,,,233.98399999999998,51840
10,256.0,112000,1750,,,233.98399999999998,112000
11,256.0,82368,1287,,,233.98399999999998,82368
12,256.0,92480,1445,,,233.98399999999998,92480
13,256.0,50176,784,,,233.98399999999998,50176
14,256.0,149760,2340,,,233.98399999999998,149760
15,256.0,38016,594,,,233.98399999999998,38016
16,256.0,120384,1881,,,233.98399999999998,120384
17,256.0,22400,350,,,233.98399999999998,22400
18,256.0,158400,2475,,,233.98399999999998,158400
19,256.0,52800,825,,,233.98399999999998,52800
20,256.0,38016,594,,,233.98399999999998,38016
21,256.0,28800,450,,,233.98399999999998,28800
22,256.0,369920,5780,,,233.98399999999998,369920
23,256.0,39168,612,,,233.98399999999998,39168
24,256.0,38720,605,,,233.98399999999998,38720
25,256.0,23232,363,,,233.98399999999998,23232
26,256.0,290304,4536,,,233.98399999999998,290304
27,256.0,70400,1100,,,233.98399999999998,70400
28,256.0,166400,2600,,,233.98399999999998,166400
29,256.0,49920,780,,,233.98399999999998,49920
30,256.0,36992,578,,,233.98399999999998,36992
31,256.0,71680,1120,,,233.98399999999998,71680
32,256.0,190400,2975,,,233.98399999999998,190400
33,256.0,113152,1768,,,233.98399999999998,113152
34,256.0,28288,442,,,233.98399999999998,28288
35,256.0,30400,475,,,233.98399999999998,30400
36,256.0,22848,357,,,233.98399999999998,22848
37,256.0,42240,660,,,233.98399999999998,42240
38,256.0,212800,3325,,,233.98399999999998,212800
39,256.0,167552,2618,,,233.98399999999998,167552
40,256.0,37632,588,,,233.98399999999998,37632
41,256.0,40128,627,,,233.98399999999998,40128
42,256.0,229376,3584,,,233.98399999999998,229376
43,256.0,12672,198,,,233.98399999999998,12672
44,256.0,27200,425,,,233.98399999999998,27200
45,256.0,248832,3888,,,233.98399999999998,248832
46,256.0,221952,3468,,,233.98399999999998,221952
47,256.0,36992,578,,,233.98399999999998,36992
48,256.0,54912,858,,,233.98399999999998,54912
49,256.0,193600,3025,,,233.98399999999998,193600
50,256.0,336960,5265,,,233.98399999999998,336960
51,256.0,25536,399,,,233.98399999999998,25536
52,256.0,238336,3724,,,233.98399999999998,238336
53,256.0,25344,396,,,233.98399999999998,25344
54,256.0,43008,672,,,233.98399999999998,43008
55,256.0,100352,1568,,,233.98399999999998,100352
56,256.0,505856,7904,,,233.98399999999998,505856
57,256.0,141120,2205,,,233.98399999999998,141120
58,256.0,80640,1260,,,233.98399999999998,80640
59,256.0,18816,294,,,233.98399999999998,18816



 utilization without safty guard is : 0.2745877432955439 
 utilization after adding safety guard is : 0.3004242268003762 
 new utilization after sysnchronization is : 0.3233498470066159
