0,256.0,648000,10125,,,233.98399999999998,648000
1,256.0,376320,5880,,,233.98399999999998,376320
2,256.0,785536,12274,,,233.98399999999998,785536
3,256.0,459648,7182,,,233.98399999999998,459648
4,256.0,520000,8125,,,233.98399999999998,520000
5,256.0,297024,4641,,,233.98399999999998,297024
6,256.0,596288,9317,,,233.98399999999998,596288
7,256.0,806400,12600,,,233.98399999999998,806400
8,256.0,432640,6760,,,233.98399999999998,432640
9,256.0,418880,6545,,,233.98399999999998,418880
10,256.0,282880,4420,,,233.98399999999998,282880
11,256.0,290304,4536,,,233.98399999999998,290304
12,256.0,87552,1368,,,233.98399999999998,87552
13,256.0,256256,4004,,,233.98399999999998,256256
14,256.0,1926144,30096,,,233.98399999999998,1926144
15,256.0,1795200,28050,,,233.98399999999998,1795200
16,256.0,1685376,26334,,,233.98399999999998,1685376
17,256.0,860160,13440,,,233.98399999999998,860160
18,256.0,233472,3648,,,233.98399999999998,233472
19,256.0,837760,13090,,,233.98399999999998,837760
20,256.0,182400,2850,,,233.98399999999998,182400
21,256.0,787968,12312,,,233.98399999999998,787968
22,256.0,1032192,16128,,,233.98399999999998,1032192
23,256.0,79040,1235,,,233.98399999999998,79040
24,256.0,130560,2040,,,233.98399999999998,130560
25,256.0,120960,1890,,,233.98399999999998,120960
26,256.0,89600,1400,,,233.98399999999998,89600
27,256.0,216832,3388,,,233.98399999999998,216832
28,256.0,270400,4225,,,233.98399999999998,270400
29,256.0,827904,12936,,,233.98399999999998,827904
30,256.0,1008000,15750,,,233.98399999999998,1008000
31,256.0,846720,13230,,,233.98399999999998,846720
32,256.0,1261568,19712,,,233.98399999999998,1261568
33,256.0,992256,15504,,,233.98399999999998,992256
34,256.0,698880,10920,,,233.98399999999998,698880
35,256.0,92160,1440,,,233.98399999999998,92160
36,256.0,84864,1326,,,233.98399999999998,84864
37,256.0,293760,4590,,,233.98399999999998,293760
38,256.0,487872,7623,,,233.98399999999998,487872
39,256.0,443904,6936,,,233.98399999999998,443904
40,256.0,1152000,18000,,,233.98399999999998,1152000
41,256.0,340736,5324,,,233.98399999999998,340736
42,256.0,482944,7546,,,233.98399999999998,482944
43,256.0,326592,5103,,,233.98399999999998,326592
44,256.0,184960,2890,,,233.98399999999998,184960
45,256.0,499392,7803,,,233.98399999999998,499392
46,256.0,793152,12393,,,233.98399999999998,793152
47,256.0,214016,3344,,,233.98399999999998,214016
48,256.0,817152,12768,,,233.98399999999998,817152
49,256.0,251328,3927,,,233.98399999999998,251328
50,256.0,2513280,39270,,,233.98399999999998,2513280
51,256.0,768768,12012,,,233.98399999999998,768768
52,256.0,336000,5250,,,233.98399999999998,336000
53,256.0,395200,6175,,,233.98399999999998,395200
54,256.0,307200,4800,,,233.98399999999998,307200
55,256.0,2358720,36855,,,233.98399999999998,2358720
56,256.0,128128,2002,,,233.98399999999998,128128
57,256.0,149760,2340,,,233.98399999999998,149760
58,256.0,693120,10830,,,233.98399999999998,693120
59,256.0,314496,4914,,,233.98399999999998,314496
60,256.0,225280,3520,,,233.98399999999998,225280
61,256.0,372736,5824,,,233.98399999999998,372736
62,256.0,74880,1170,,,233.98399999999998,74880
63,256.0,366912,5733,,,233.98399999999998,366912
64,256.0,41344,646,,,233.98399999999998,41344
65,256.0,470400,7350,,,233.98399999999998,470400
66,256.0,404352,6318,,,233.98399999999998,404352
67,256.0,1202240,18785,,,233.98399999999998,1202240
68,256.0,289408,4522,,,233.98399999999998,289408
69,256.0,689920,10780,,,233.98399999999998,689920
70,256.0,1571072,24548,,,233.98399999999998,1571072
71,256.0,88704,1386,,,233.98399999999998,88704
72,256.0,209088,3267,,,233.98399999999998,209088
73,256.0,124032,1938,,,233.98399999999998,124032
74,256.0,729600,11400,,,233.98399999999998,729600
75,256.0,968000,15125,,,233.98399999999998,968000
76,256.0,147136,2299,,,233.98399999999998,147136
77,256.0,255552,3993,,,233.98399999999998,255552
78,256.0,292864,4576,,,233.98399999999998,292864
79,256.0,116480,1820,,,233.98399999999998,116480
80,256.0,193600,3025,,,233.98399999999998,193600
81,256.0,156800,2450,,,233.98399999999998,156800
82,256.0,983040,15360,,,233.98399999999998,983040
83,256.0,520000,8125,,,233.98399999999998,520000
84,256.0,1106560,17290,,,233.98399999999998,1106560
85,256.0,61440,960,,,233.98399999999998,61440
86,256.0,822528,12852,,,233.98399999999998,822528
87,256.0,2520000,39375,,,233.98399999999998,2520000
88,256.0,129792,2028,,,233.98399999999998,129792
89,256.0,489216,7644,,,233.98399999999998,489216
90,256.0,123904,1936,,,233.98399999999998,123904
91,256.0,711360,11115,,,233.98399999999998,711360
92,256.0,778752,12168,,,233.98399999999998,778752
93,256.0,158400,2475,,,233.98399999999998,158400
94,256.0,227136,3549,,,233.98399999999998,227136
95,256.0,418880,6545,,,233.98399999999998,418880
96,256.0,369600,5775,,,233.98399999999998,369600
97,256.0,174080,2720,,,233.98399999999998,174080
98,256.0,829440,12960,,,233.98399999999998,829440
99,256.0,184960,2890,,,233.98399999999998,184960



 utilization without safty guard is : 0.09146493002281195 
 utilization after adding safety guard is : 0.1000710394122669 
 new utilization after sysnchronization is : 0.19570806606112393
